tid,date,time,type,away,score,home,away_star,home_star,news,player_score
9057,2015年12月05日星期六,08:00 完场,常规赛,太阳,106-109,奇才,布雷德索,比尔,http://sports.sina.com.cn/basketball/nba/2015-12-05/doc-ifxmhqaa9963386.shtml,look_scores.php?id=2015120427
9058,2015年12月05日星期六,08:30 完场,常规赛,雄鹿,95-102,活塞,米德尔顿,杰克逊,http://sports.sina.com.cn/basketball/nba/2015-12-05/doc-ifxmhqaa9966115.shtml,look_scores.php?id=2015120408
9059,2015年12月05日星期六,09:00 完场,常规赛,湖人,87-100,老鹰,威廉姆斯,霍福德,http://slide.sports.sina.com.cn/k/slide_2_786_92416.html/d/1#p=1,look_scores.php?id=2015120401
9060,2015年12月05日星期六,09:30 完场,常规赛,火箭,100-96,小牛,哈登,威廉姆斯,http://slide.sports.sina.com.cn/k/slide_2_786_92417.html/d/1#p=1,look_scores.php?id=2015120406
9061,2015年12月05日星期六,10:30 完场,常规赛,骑士,108-114,鹈鹕,詹姆斯,戴维斯,http://slide.sports.sina.com.cn/k/slide_2_786_92418.html/d/1#p=1,look_scores.php?id=2015120403
9062,2015年12月06日星期日,02:00 完场,常规赛,掘金,108-105,76人,加里纳利,卡文顿,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmhqac0014166.shtml,look_scores.php?id=2015120520
9063,2015年12月06日星期日,06:00 完场,常规赛,勇士,112-109,猛龙,库里,洛瑞,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmhqac0021162.shtml,look_scores.php?id=2015120528
9064,2015年12月06日星期日,09:00 完场,常规赛,骑士,84-99,热火,杰弗森,韦德,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmhqac0030178.shtml,look_scores.php?id=2015120514
9065,2015年12月06日星期日,09:00 完场,常规赛,黄蜂,102-96,公牛,巴图姆,巴特勒,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmihae9085869.shtml,look_scores.php?id=2015120504
9066,2015年12月06日星期日,09:00 完场,常规赛,国王,113-120,火箭,麦克勒莫,哈登,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmhqac0030031.shtml,look_scores.php?id=2015120510
9067,2015年12月06日星期日,09:00 完场,常规赛,开拓者,109-103,森林狼,利拉德,唐斯,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmihae9088472.shtml,look_scores.php?id=2015120516
9068,2015年12月06日星期日,09:30 完场,常规赛,尼克斯,91-106,雄鹿,安东尼,卡特-威廉姆斯,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmihae9090729.shtml,look_scores.php?id=2015120515
9069,2015年12月06日星期日,09:30 完场,常规赛,凯尔特人,105-108,马刺,托马斯,阿尔德里奇,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmihae9088472.shtml,look_scores.php?id=2015120524
9070,2015年12月06日星期日,10:00 完场,常规赛,步行者,119-122,爵士,乔治,费沃斯,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmihae9090729.shtml,look_scores.php?id=2015120526
9071,2015年12月06日星期日,11:30 完场,常规赛,魔术,101-103,快船,奥拉迪波,克劳福德,http://sports.sina.com.cn/basketball/nba/2015-12-06/doc-ifxmhqac0014166.shtml,look_scores.php?id=2015120512
9072,2015年12月07日星期一,04:30 完场,常规赛,太阳,93-95,灰熊,布雷德索,加索尔,http://sports.sina.com.cn/nba/,look_scores.php?id=2015120629
9073,2015年12月07日星期一,07:00 完场,常规赛,勇士,114-98,篮网,库里,杨,http://sports.sina.com.cn/nba/,look_scores.php?id=2015120617
9074,2015年12月07日星期一,07:00 完场,常规赛,湖人,91-111,活塞,威廉姆斯,卡德威尔-波普,http://sports.sina.com.cn/nba/,look_scores.php?id=2015120608
9075,2015年12月07日星期一,07:00 完场,常规赛,小牛,116-104,奇才,马修斯,沃尔,http://sports.sina.com.cn/nba/,look_scores.php?id=2015120627
9076,2015年12月07日星期一,08:00 完场,常规赛,国王,95-98,雷霆,盖伊,杜兰特,http://sports.sina.com.cn/nba/,look_scores.php?id=2015120625
9077,2015年12月08日星期二,08:00 完场,常规赛,活塞,84-104,黄蜂,卡德威尔-波普,泽勒,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmhqac0202850.shtml,look_scores.php?id=2015120730
9078,2015年12月08日星期二,08:00 完场,常规赛,马刺,119-68,76人,阿尔德里奇,斯陶斯卡斯,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmhqac0208780.shtml,look_scores.php?id=2015120720
9079,2015年12月08日星期二,08:30 完场,常规赛,奇才,114-103,热火,沃尔,韦德,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmhqac0207442.shtml,look_scores.php?id=2015120714
9080,2015年12月08日星期二,08:30 完场,常规赛,小牛,104-97,尼克斯,诺维茨基,波尔津吉斯,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmhqac0208780.shtml,look_scores.php?id=2015120718
9081,2015年12月08日星期二,08:30 完场,常规赛,湖人,93-102,猛龙,布莱恩特,洛瑞,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmihae9263569.shtml,look_scores.php?id=2015120728
9082,2015年12月08日星期二,09:00 完场,常规赛,太阳,103-101,公牛,奈特,加索尔,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmhqac0211685.shtml,look_scores.php?id=2015120704
9083,2015年12月08日星期二,09:00 完场,常规赛,开拓者,88-90,雄鹿,利拉德,安特托孔波,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmihae9272472.shtml,look_scores.php?id=2015120715
9084,2015年12月08日星期二,09:00 完场,常规赛,快船,110-106,森林狼,乔丹,拉文,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmihae9272472.shtml,look_scores.php?id=2015120716
9085,2015年12月08日星期二,09:00 完场,常规赛,凯尔特人,111-93,鹈鹕,托马斯,安德森,http://sports.sina.com.cn/basketball/nba/2015-12-08/doc-ifxmhqac0211685.shtml,look_scores.php?id=2015120703
9086,2015年12月09日星期三,08:00 完场,常规赛,开拓者,100-105,骑士,利拉德,詹姆斯,http://sports.sina.com.cn/basketball/nba/2015-12-09/doc-ifxmnurf8473404.shtml,look_scores.php?id=2015120805
9087,2015年12月09日星期三,08:00 完场,常规赛,勇士,131-123,步行者,汤普森,乔治,http://sports.sina.com.cn/basketball/nba/2015-12-09/doc-ifxmihae9352254.shtml,look_scores.php?id=2015120811
9088,2015年12月09日星期三,08:30 完场,常规赛,火箭,105-110,篮网,索顿,洛佩斯,http://sports.sina.com.cn/basketball/nba/2015-12-09/doc-ifxmnurf8475425.shtml,look_scores.php?id=2015120817
9089,2015年12月09日星期三,09:00 完场,常规赛,雷霆,125-88,灰熊,杜兰特,查尔默斯,http://sports.sina.com.cn/basketball/nba/2015-12-09/doc-ifxmnurf8478481.shtml,look_scores.php?id=2015120829
9090,2015年12月09日星期三,10:00 完场,常规赛,魔术,85-74,掘金,乌切维奇,巴顿,http://sports.sina.com.cn/basketball/nba/2015-12-09/doc-ifxmifzh4435404.shtml,look_scores.php?id=2015120807
9091,2015年12月09日星期三,11:00 完场,常规赛,爵士,106-114,国王,海沃德,考辛斯,http://sports.sina.com.cn/basketball/nba/2015-12-09/doc-ifxmifzh4435404.shtml,look_scores.php?id=2015120823
9092,2015年12月10日星期四,08:00 完场,常规赛,公牛,100-105,凯尔特人,巴特勒,托马斯,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmpnqf9467392.shtml,look_scores.php?id=2015120902
9093,2015年12月10日星期四,08:00 完场,常规赛,热火,81-99,黄蜂,约翰逊,沃克,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmisxu6382719.shtml,look_scores.php?id=2015120930
9094,2015年12月10日星期四,08:00 完场,常规赛,火箭,109-103,奇才,哈登,沃尔,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmpnqi6238844.shtml,look_scores.php?id=2015120927
9095,2015年12月10日星期四,08:30 完场,常规赛,灰熊,93-92,活塞,兰多夫,杰克逊,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmpnqm3018936.shtml,look_scores.php?id=2015120908
9096,2015年12月10日星期四,08:30 完场,常规赛,马刺,94-97,猛龙,吉诺比利,德罗赞,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmpnqm3018936.shtml,look_scores.php?id=2015120928
9097,2015年12月10日星期四,09:00 完场,常规赛,快船,109-95,雄鹿,雷迪克,卡特-威廉姆斯,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmpnqf9467392.shtml,look_scores.php?id=2015120915
9098,2015年12月10日星期四,09:00 完场,常规赛,湖人,122-123,森林狼,拉塞尔,马丁,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmisxu6390433.shtml,look_scores.php?id=2015120916
9099,2015年12月10日星期四,10:00 完场,常规赛,魔术,104-107,太阳,乌切维奇,奈特,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmpxnx4894146.shtml,look_scores.php?id=2015120921
9100,2015年12月10日星期四,10:00 完场,常规赛,尼克斯,85-106,爵士,安东尼,海沃德,http://sports.sina.com.cn/basketball/nba/2015-12-10/doc-ifxmpxnx4894146.shtml,look_scores.php?id=2015120926
9101,2015年12月10日星期四,10:30 完场,常规赛,老鹰,98-95,小牛,米尔萨普,威廉姆斯,http://sports.sina.com.cn/nba/,look_scores.php?id=2015120906
9102,2015年12月11日星期五,08:30 完场,常规赛,76人,91-100,篮网,奥卡福,巴尼亚尼,http://sports.sina.com.cn/basketball/nba/2015-12-11/doc-ifxmpnqf9543525.shtml,look_scores.php?id=2015121017
9103,2015年12月11日星期五,09:00 完场,常规赛,快船,80-83,公牛,格里芬,加索尔,http://sports.sina.com.cn/basketball/nba/2015-12-11/doc-ifxmpnqi6311319.shtml,look_scores.php?id=2015121004
9104,2015年12月11日星期五,09:00 完场,常规赛,老鹰,94-107,雷霆,巴泽莫尔,杜兰特,http://sports.sina.com.cn/basketball/nba/2015-12-11/doc-ifxmpnqf9544135.shtml,look_scores.php?id=2015121025
9105,2015年12月11日星期五,11:30 完场,常规赛,尼克斯,97-99,国王,安东尼,考辛斯,http://sports.sina.com.cn/basketball/nba/2015-12-11/doc-ifxmpnqf9553999.shtml,look_scores.php?id=2015121023
9106,2015年12月12日星期六,08:00 完场,常规赛,热火,83-96,步行者,波什,埃利斯,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqf9607263.shtml,look_scores.php?id=2015121111
9107,2015年12月12日星期六,08:00 完场,常规赛,骑士,111-76,魔术,詹姆斯,乌切维奇,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqm3142871.shtml,look_scores.php?id=2015121119
9108,2015年12月12日星期六,08:00 完场,常规赛,活塞,107-95,76人,杰克逊,奥卡福,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqm3144946.shtml,look_scores.php?id=2015121120
9109,2015年12月12日星期六,08:30 完场,常规赛,勇士,124-119,凯尔特人,库里,奥利尼克,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqf9609913.shtml,look_scores.php?id=2015121102
9110,2015年12月12日星期六,08:30 完场,常规赛,雄鹿,83-90,猛龙,米德尔顿,德罗赞,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqm3144946.shtml,look_scores.php?id=2015121128
9111,2015年12月12日星期六,09:00 完场,常规赛,黄蜂,123-99,灰熊,沃克,加索尔,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpxnx5015429.shtml,look_scores.php?id=2015121129
9112,2015年12月12日星期六,09:00 完场,常规赛,奇才,105-107,鹈鹕,沃尔,埃文斯,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqf9612313.shtml,look_scores.php?id=2015121103
9113,2015年12月12日星期六,10:00 完场,常规赛,森林狼,108-111,掘金,马丁,加里纳利,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqf9613941.shtml,look_scores.php?id=2015121107
9114,2015年12月12日星期六,10:00 完场,常规赛,雷霆,94-90,爵士,威斯布鲁克,海沃德,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqf9612313.shtml,look_scores.php?id=2015121126
9115,2015年12月12日星期六,10:30 完场,常规赛,湖人,87-109,马刺,拉塞尔,阿尔德里奇,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqi6372518.shtml,look_scores.php?id=2015121124
9116,2015年12月12日星期六,10:30 完场,常规赛,开拓者,106-96,太阳,迈克科伦姆,布雷德索,http://sports.sina.com.cn/basketball/nba/2015-12-12/doc-ifxmpnqf9613941.shtml,look_scores.php?id=2015121121
9117,2015年12月13日星期日,06:00 完场,常规赛,快船,105-100,篮网,格里芬,杨,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpnqf9652845.shtml,look_scores.php?id=2015121217
9118,2015年12月13日星期日,08:00 完场,常规赛,凯尔特人,98-93,黄蜂,布拉德利,巴图姆,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpnqi6410756.shtml,look_scores.php?id=2015121230
9119,2015年12月13日星期日,08:30 完场,常规赛,步行者,96-118,活塞,希尔,杰克逊,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpnqf9652845.shtml,look_scores.php?id=2015121208
9120,2015年12月13日星期日,09:00 完场,常规赛,马刺,103-78,老鹰,莱昂纳德,米尔萨普,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpxnx5059873.shtml,look_scores.php?id=2015121201
9121,2015年12月13日星期日,09:00 完场,常规赛,鹈鹕,94-98,公牛,戴维斯,加索尔,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpxnx5059873.shtml,look_scores.php?id=2015121204
9122,2015年12月13日星期日,09:00 完场,常规赛,湖人,97-126,火箭,布莱恩特,哈登,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpnqm3188456.shtml,look_scores.php?id=2015121210
9123,2015年12月13日星期日,09:30 完场,常规赛,奇才,114-111,小牛,波特,马修斯,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpnqi6414809.shtml,look_scores.php?id=2015121206
9124,2015年12月13日星期日,09:30 完场,常规赛,勇士,95-108,雄鹿,库里,门罗,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpnqi6413600.shtml,look_scores.php?id=2015121215
9125,2015年12月13日星期日,11:00 完场,常规赛,尼克斯,112-110,开拓者,安东尼,利拉德,http://sports.sina.com.cn/basketball/nba/2015-12-13/doc-ifxmpnqi6414809.shtml,look_scores.php?id=2015121222
9126,2015年12月14日星期一,04:30 完场,常规赛,森林狼,101-108,太阳,拉文,奈特,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121321
9127,2015年12月14日星期一,07:00 完场,常规赛,灰熊,97-100,热火,格林,波什,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121314
9128,2015年12月14日星期一,07:00 完场,常规赛,76人,76-96,猛龙,奥卡福,德罗赞,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121328
9129,2015年12月14日星期一,08:00 完场,常规赛,爵士,98-104,雷霆,胡德,杜兰特,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121325
9130,2015年12月15日星期二,08:00 完场,常规赛,猛龙,90-106,步行者,洛瑞,希尔,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121411
9131,2015年12月15日星期二,08:30 完场,常规赛,魔术,105-82,篮网,乌切维奇,杰克,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121417
9132,2015年12月15日星期二,08:30 完场,常规赛,快船,105-103,活塞,格里芬,杰克逊,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121408
9133,2015年12月15日星期二,09:00 完场,常规赛,热火,100-88,老鹰,波什,巴泽莫尔,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121401
9134,2015年12月15日星期二,09:00 完场,常规赛,76人,96-115,公牛,奥卡福,巴特勒,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121404
9135,2015年12月15日星期二,09:00 完场,常规赛,奇才,95-112,灰熊,尼尔,加索尔,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121429
9136,2015年12月15日星期二,09:30 完场,常规赛,太阳,94-104,小牛,布雷德索,威廉姆斯,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121406
9137,2015年12月15日星期二,09:30 完场,常规赛,爵士,81-118,马刺,费沃斯,莱昂纳德,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121424
9138,2015年12月15日星期二,10:00 完场,常规赛,火箭,108-114,掘金,哈登,巴顿,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121407
9139,2015年12月15日星期二,11:00 完场,常规赛,鹈鹕,101-105,开拓者,戴维斯,利拉德,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121422
9140,2015年12月16日星期三,08:30 完场,常规赛,骑士,89-77,凯尔特人,詹姆斯,布拉德利,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121502
9141,2015年12月16日星期三,09:00 完场,常规赛,掘金,112-100,森林狼,法里埃德,维金斯,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121516
9142,2015年12月16日星期三,11:00 完场,常规赛,火箭,97-107,国王,哈登,考辛斯,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121523
9143,2015年12月16日星期三,11:30 完场,常规赛,雄鹿,95-113,湖人,卡特-威廉姆斯,布莱恩特,http://sports.sina.com.cn/nba/,look_scores.php?id=2015121513
9144,2015年12月17日星期四,08:00 完场,常规赛,小牛,81-107,步行者,费尔顿,迈尔斯,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmttcq1695192.shtml,look_scores.php?id=2015121611
9145,2015年12月17日星期四,08:00 完场,常规赛,黄蜂,98-113,魔术,兰姆,弗莱,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmpxnx5268468.shtml,look_scores.php?id=2015121619
9146,2015年12月17日星期四,08:30 完场,常规赛,热火,104-98,篮网,韦德,洛佩斯,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmpxnx5271451.shtml,look_scores.php?id=2015121617
9147,2015年12月17日星期四,08:30 完场,常规赛,凯尔特人,116-119,活塞,托马斯,卡德威尔-波普,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmpxnx5273760.shtml,look_scores.php?id=2015121608
9148,2015年12月17日星期四,08:30 完场,常规赛,森林狼,102-107,尼克斯,唐斯,阿弗拉罗,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmpxnx5273760.shtml,look_scores.php?id=2015121618
9149,2015年12月17日星期四,09:00 完场,常规赛,76人,106-127,老鹰,坎南,米尔萨普,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmttcq1695192.shtml,look_scores.php?id=2015121601
9150,2015年12月17日星期四,09:00 完场,常规赛,灰熊,85-98,公牛,李,巴特勒,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmueaa3567720.shtml,look_scores.php?id=2015121604
9151,2015年12月17日星期四,09:00 完场,常规赛,开拓者,90-106,雷霆,迈克科伦姆,杜兰特,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmttcq1703776.shtml,look_scores.php?id=2015121625
9152,2015年12月17日星期四,09:30 完场,常规赛,奇才,95-114,马刺,沃尔,莱昂纳德,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmueaa3567720.shtml,look_scores.php?id=2015121624
9153,2015年12月17日星期四,10:00 完场,常规赛,鹈鹕,104-94,爵士,安德森,费沃斯,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmttcq1703776.shtml,look_scores.php?id=2015121626
9154,2015年12月17日星期四,11:30 完场,常规赛,太阳,103-128,勇士,泰利托维奇,汤普森,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmueaa3572984.shtml,look_scores.php?id=2015121609
9155,2015年12月17日星期四,11:30 完场,常规赛,雄鹿,90-103,快船,梅奥,保罗,http://sports.sina.com.cn/basketball/nba/2015-12-17/doc-ifxmttcq1707623.shtml,look_scores.php?id=2015121612
9156,2015年12月18日星期五,08:00 完场,常规赛,猛龙,99-109,黄蜂,德罗赞,林,http://sports.sina.com.cn/basketball/nba/2015-12-18/doc-ifxmttme5737266.shtml,look_scores.php?id=2015121730
9157,2015年12月18日星期五,09:00 完场,常规赛,雷霆,100-104,骑士,威斯布鲁克,詹姆斯,http://sports.sina.com.cn/basketball/nba/2015-12-18/doc-ifxmttme5743059.shtml,look_scores.php?id=2015121705
9158,2015年12月18日星期五,11:30 完场,常规赛,火箭,107-87,湖人,哈登,布莱恩特,http://sports.sina.com.cn/basketball/nba/2015-12-18/doc-ifxmttme5753907.shtml,look_scores.php?id=2015121713
9159,2015年12月19日星期六,08:00 完场,常规赛,篮网,97-104,步行者,杰克,乔治,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmszek7309034.shtml,look_scores.php?id=2015121811
9160,2015年12月19日星期六,08:00 完场,常规赛,开拓者,94-102,魔术,迈克科伦姆,乌切维奇,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmszek7311290.shtml,look_scores.php?id=2015121819
9161,2015年12月19日星期六,08:00 完场,常规赛,尼克斯,107-97,76人,阿弗拉罗,奥卡福,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmszek7309034.shtml,look_scores.php?id=2015121820
9162,2015年12月19日星期六,08:30 完场,常规赛,老鹰,109-101,凯尔特人,施劳德,托马斯,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmszek7311290.shtml,look_scores.php?id=2015121802
9163,2015年12月19日星期六,09:00 完场,常规赛,猛龙,108-94,热火,德罗赞,韦德,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmszek7311608.shtml,look_scores.php?id=2015121814
9164,2015年12月19日星期六,09:00 完场,常规赛,活塞,147-144,公牛,德拉蒙德,巴特勒,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmttme5859465.shtml,look_scores.php?id=2015121804
9165,2015年12月19日星期六,09:00 完场,常规赛,国王,95-99,森林狼,考辛斯,维金斯,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmttme5859707.shtml,look_scores.php?id=2015121816
9166,2015年12月19日星期六,09:00 完场,常规赛,快船,107-115,马刺,保罗,阿尔德里奇,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmttme5856630.shtml,look_scores.php?id=2015121824
9167,2015年12月19日星期六,09:30 完场,常规赛,灰熊,88-97,小牛,康利,诺维茨基,sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmttme5858813.shtml,look_scores.php?id=2015121806
9168,2015年12月19日星期六,10:00 完场,常规赛,掘金,88-97,爵士,巴顿,海沃德,sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmttme5858813.shtml,look_scores.php?id=2015121826
9169,2015年12月19日星期六,11:30 完场,常规赛,鹈鹕,88-104,太阳,戴维斯,布雷德索,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmttme5859707.shtml,look_scores.php?id=2015121821
9170,2015年12月19日星期六,11:30 完场,常规赛,雄鹿,112-121,勇士,卡特-威廉姆斯,汤普森,http://sports.sina.com.cn/basketball/nba/2015-12-19/doc-ifxmszek7320416.shtml,look_scores.php?id=2015121809
9171,2015年12月20日星期日,06:00 完场,常规赛,湖人,78-118,雷霆,威廉姆斯,杜兰特,http://sports.sina.com.cn/basketball/nba/2015-12-20/doc-ifxmttme5917532.shtml,look_scores.php?id=2015121925
9172,2015年12月20日星期日,08:00 完场,常规赛,黄蜂,101-109,奇才,沃克,沃尔,http://sports.sina.com.cn/basketball/nba/2015-12-20/doc-ifxmttme5924262.shtml,look_scores.php?id=2015121927
9173,2015年12月20日星期日,08:30 完场,常规赛,公牛,91-107,尼克斯,诺阿,安东尼,http://sports.sina.com.cn/basketball/nba/2015-12-20/doc-ifxmttme5926028.shtml,look_scores.php?id=2015121918
9174,2015年12月20日星期日,09:00 完场,常规赛,快船,97-107,火箭,格里芬,霍华德,http://sports.sina.com.cn/basketball/nba/2015-12-20/doc-ifxmttme5928299.shtml,look_scores.php?id=2015121910
9175,2015年12月20日星期日,09:00 完场,常规赛,步行者,84-96,灰熊,乔治,康利,http://sports.sina.com.cn/basketball/nba/2015-12-20/doc-ifxmszek7383751.shtml,look_scores.php?id=2015121929
9176,2015年12月21日星期一,02:00 完场,常规赛,森林狼,100-85,篮网,唐斯,洛佩斯,http://sports.sina.com.cn/nba/,look_scores.php?id=2015122017
9177,2015年12月21日星期一,02:00 完场,常规赛,开拓者,109-116,热火,利拉德,波什,http://sports.sina.com.cn/nba/,look_scores.php?id=2015122014
9178,2015年12月21日星期一,04:30 完场,常规赛,76人,86-108,骑士,诺埃尔,詹姆斯,http://sports.sina.com.cn/nba/,look_scores.php?id=2015122005
9179,2015年12月21日星期一,06:00 完场,常规赛,雄鹿,101-95,太阳,米德尔顿,沃伦,http://sports.sina.com.cn/nba/,look_scores.php?id=2015122021
9180,2015年12月21日星期一,07:00 完场,常规赛,老鹰,103-100,魔术,科沃尔,乌切维奇,http://sports.sina.com.cn/nba/,look_scores.php?id=2015122019
9181,2015年12月21日星期一,07:00 完场,常规赛,国王,104-94,猛龙,盖伊,德罗赞,http://sports.sina.com.cn/nba/,look_scores.php?id=2015122028
9182,2015年12月21日星期一,09:00 完场,常规赛,鹈鹕,130-125,掘金,戴维斯,巴顿,http://sports.sina.com.cn/nba/,look_scores.php?id=2015122007
9183,2015年12月22日星期二,08:00 完场,常规赛,国王,99-113,奇才,考辛斯,戈塔特,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmttme6134982.shtml,look_scores.php?id=2015122127
9184,2015年12月22日星期二,08:30 完场,常规赛,森林狼,99-113,凯尔特人,维金斯,奥利尼克,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmszek7590836.shtml,look_scores.php?id=2015122102
9185,2015年12月22日星期二,08:30 完场,常规赛,魔术,107-99,尼克斯,乌切维奇,托马斯,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmszek7590836.shtml,look_scores.php?id=2015122118
9186,2015年12月22日星期二,09:00 完场,常规赛,开拓者,97-106,老鹰,克拉比,施劳德,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmttme6142971.shtml,look_scores.php?id=2015122101
9187,2015年12月22日星期二,09:00 完场,常规赛,篮网,105-102,公牛,洛佩斯,巴特勒,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmttme6142971.shtml,look_scores.php?id=2015122104
9188,2015年12月22日星期二,09:00 完场,常规赛,黄蜂,95-102,火箭,沃克,哈登,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmszek7594627.shtml,look_scores.php?id=2015122110
9189,2015年12月22日星期二,09:30 完场,常规赛,步行者,92-106,马刺,斯塔基,莱昂纳德,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmttme6134982.shtml,look_scores.php?id=2015122124
9190,2015年12月22日星期二,10:00 完场,常规赛,太阳,89-110,爵士,奈特,海沃德,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmttme6134982.shtml,look_scores.php?id=2015122126
9191,2015年12月22日星期二,11:30 完场,常规赛,雷霆,100-99,快船,威斯布鲁克,保罗,http://sports.sina.com.cn/basketball/nba/2015-12-22/doc-ifxmszek7604200.shtml,look_scores.php?id=2015122112
