tid,date,time,type,away,score,home,away_star,home_star,news,player_score
1,2009年01月01日星期四,03:00 完场,常规赛,魔术,113-94,公牛,刘易斯,诺阿,http://sports.sina.com.cn/k/2009-01-01/05354150659.shtml,look_scores.php?id=2008123104
2,2009年01月01日星期四,04:00 完场,常规赛,篮网,75-83,活塞,洛佩斯,艾弗森,http://sports.sina.com.cn/k/2009-01-01/06434150696.shtml,look_scores.php?id=2008123108
3,2009年01月01日星期四,08:00 完场,常规赛,雄鹿,81-85,火箭,里德,姚明,http://sports.sina.com.cn/k/2009-01-01/10254150967.shtml,look_scores.php?id=2008123110
4,2009年01月01日星期四,08:00 完场,常规赛,掘金,114-107,猛龙,希拉里奥,巴尼亚尼,http://sports.sina.com.cn/k/2009-01-01/12014151126.shtml,look_scores.php?id=2008123128
5,2009年01月01日星期四,09:00 完场,常规赛,勇士,100-107,雷霆,阿祖布克,格林,http://sports.sina.com.cn/k/2009-01-01/12014151126.shtml,look_scores.php?id=2008123125
6,2009年01月01日星期四,10:30 完场,常规赛,76人,100-92,快船,伊戈达拉,索顿,http://sports.sina.com.cn/k/2009-01-01/12014151126.shtml,look_scores.php?id=2008123112
7,2009年01月03日星期六,08:00 完场,常规赛,热火,76-86,魔术,韦德,刘易斯,http://sports.sina.com.cn/k/2009-01-03/11274152809.shtml,look_scores.php?id=2009010219
8,2009年01月03日星期六,08:00 完场,常规赛,火箭,73-94,猛龙,韦弗,巴尼亚尼,http://sports.sina.com.cn/k/2009-01-03/10144152661.shtml,look_scores.php?id=2009010228
9,2009年01月03日星期六,08:30 完场,常规赛,奇才,83-108,凯尔特人,杨,皮尔斯,http://sports.sina.com.cn/k/2009-01-03/11274152809.shtml,look_scores.php?id=2009010202
10,2009年01月03日星期六,08:30 完场,常规赛,公牛,92-117,骑士,戈登,瓦莱乔,http://sports.sina.com.cn/k/2009-01-03/11274152809.shtml,look_scores.php?id=2009010205
11,2009年01月03日星期六,08:30 完场,常规赛,老鹰,91-93,篮网,毕比,哈里斯,http://sports.sina.com.cn/k/2009-01-03/11154152778.shtml,look_scores.php?id=2009010217
12,2009年01月03日星期六,08:30 完场,常规赛,步行者,105-103,尼克斯,杰克,哈灵顿,http://sports.sina.com.cn/k/2009-01-03/11574152846.shtml,look_scores.php?id=2009010218
13,2009年01月03日星期六,09:00 完场,常规赛,国王,92-98,活塞,米勒,斯塔基,http://sports.sina.com.cn/k/2009-01-03/12284152906.shtml,look_scores.php?id=2009010208
14,2009年01月03日星期六,09:00 完场,常规赛,勇士,108-115,森林狼,杰克逊,杰弗森,http://sports.sina.com.cn/k/2009-01-03/12284152906.shtml,look_scores.php?id=2009010216
15,2009年01月03日星期六,09:00 完场,常规赛,掘金,122-120,雷霆,安东尼,杜兰特,http://sports.sina.com.cn/k/2009-01-03/11574152846.shtml,look_scores.php?id=2009010225
16,2009年01月03日星期六,09:00 完场,常规赛,马刺,91-80,灰熊,邓肯,瓦里克,http://sports.sina.com.cn/k/2009-01-03/11574152846.shtml,look_scores.php?id=2009010229
17,2009年01月03日星期六,09:30 完场,常规赛,76人,86-96,小牛,伊戈达拉,诺维茨基,http://sports.sina.com.cn/k/2009-01-03/12284152906.shtml,look_scores.php?id=2009010206
18,2009年01月03日星期六,09:30 完场,常规赛,山猫,75-103,雄鹿,迪奥,里德,http://sports.sina.com.cn/k/2009-01-03/13284152967.shtml,look_scores.php?id=2009010215
19,2009年01月03日星期六,10:00 完场,常规赛,快船,98-106,太阳,戈登,斯塔德迈尔,http://sports.sina.com.cn/k/2009-01-03/13284152967.shtml,look_scores.php?id=2009010221
20,2009年01月03日星期六,11:00 完场,常规赛,黄蜂,92-77,开拓者,韦斯特,费尔南德斯,http://sports.sina.com.cn/k/2009-01-03/13284152967.shtml,look_scores.php?id=2009010222
21,2009年01月03日星期六,11:30 完场,常规赛,爵士,100-113,湖人,奥库,布莱恩特,http://sports.sina.com.cn/k/2009-01-03/13564153000.shtml,look_scores.php?id=2009010213
22,2009年01月04日星期日,07:00 完场,常规赛,国王,117-122,步行者,马丁,格兰杰,http://sports.sina.com.cn/k/2009-01-04/12074154202.shtml,look_scores.php?id=2009010311
23,2009年01月04日星期日,08:00 完场,常规赛,火箭,100-103,老鹰,兰德里,史密斯,http://sports.sina.com.cn/k/2009-01-04/10234153938.shtml,look_scores.php?id=2009010301
24,2009年01月04日星期日,08:00 完场,常规赛,雄鹿,92-102,山猫,杰弗森,华莱士,http://sports.sina.com.cn/k/2009-01-04/12074154202.shtml,look_scores.php?id=2009010330
25,2009年01月04日星期日,08:30 完场,常规赛,篮网,96-101,热火,杜林,韦德,http://sports.sina.com.cn/k/2009-01-04/11304154125.shtml,look_scores.php?id=2009010314
26,2009年01月04日星期日,09:30 完场,常规赛,森林狼,102-92,公牛,弗耶,罗斯,http://sports.sina.com.cn/k/2009-01-04/12454154253.shtml,look_scores.php?id=2009010304
27,2009年01月04日星期日,09:30 完场,常规赛,76人,106-108,马刺,米勒,邓肯,http://sports.sina.com.cn/k/2009-01-04/12074154202.shtml,look_scores.php?id=2009010324
28,2009年01月04日星期日,10:00 完场,常规赛,黄蜂,100-105,掘金,保罗,安东尼,http://sports.sina.com.cn/k/2009-01-04/12454154253.shtml,look_scores.php?id=2009010307
29,2009年01月05日星期一,01:30 完场,常规赛,魔术,102-108,猛龙,霍华德,帕克,http://sports.sina.com.cn/k/2009-01-05/04584155022.shtml,look_scores.php?id=2009010428
30,2009年01月05日星期一,02:00 完场,常规赛,骑士,77-80,奇才,詹姆斯,贾米森,http://sports.sina.com.cn/k/2009-01-05/04584155022.shtml,look_scores.php?id=2009010427
31,2009年01月05日星期一,04:30 完场,常规赛,活塞,88-87,快船,斯塔基,戈登,http://sports.sina.com.cn/k/2009-01-05/09434155337.shtml,look_scores.php?id=2009010412
32,2009年01月05日星期一,05:00 完场,常规赛,小牛,82-102,灰熊,诺维茨基,梅奥,http://sports.sina.com.cn/k/2009-01-05/09434155337.shtml,look_scores.php?id=2009010429
33,2009年01月05日星期一,07:00 完场,常规赛,凯尔特人,88-100,尼克斯,皮尔斯,钱德勒,http://sports.sina.com.cn/k/2009-01-05/09434155337.shtml,look_scores.php?id=2009010418
34,2009年01月05日星期一,10:30 完场,常规赛,开拓者,86-100,湖人,阿尔德里奇,布莱恩特,http://sports.sina.com.cn/nba/,look_scores.php?id=2009010413
35,2009年01月06日星期二,08:30 完场,常规赛,马刺,91-84,热火,邓肯,韦德,http://sports.sina.com.cn/k/2009-01-06/11394157216.shtml,look_scores.php?id=2009010514
36,2009年01月06日星期二,08:30 完场,常规赛,国王,90-98,篮网,马丁,卡特,http://sports.sina.com.cn/k/2009-01-06/10574157128.shtml,look_scores.php?id=2009010517
37,2009年01月06日星期二,09:00 完场,常规赛,猛龙,97-107,雄鹿,波什,里德,http://sports.sina.com.cn/k/2009-01-06/11394157216.shtml,look_scores.php?id=2009010515
38,2009年01月06日星期二,10:00 完场,常规赛,步行者,115-135,掘金,格兰杰,马丁,http://sports.sina.com.cn/k/2009-01-06/12474157397.shtml,look_scores.php?id=2009010507
39,2009年01月06日星期二,10:00 完场,常规赛,勇士,114-119,爵士,克劳福德,威廉姆斯,http://sports.sina.com.cn/k/2009-01-06/12474157397.shtml,look_scores.php?id=2009010526
40,2009年01月07日星期三,08:00 完场,常规赛,奇才,80-89,魔术,巴特勒,特科格鲁,http://sports.sina.com.cn/k/2009-01-07/11334158834.shtml,look_scores.php?id=2009010619
41,2009年01月07日星期三,08:00 完场,常规赛,火箭,96-104,76人,斯科拉,伊戈达拉,http://sports.sina.com.cn/k/2009-01-07/10324158631.shtml,look_scores.php?id=2009010620
42,2009年01月07日星期三,08:00 完场,常规赛,凯尔特人,106-114,山猫,皮尔斯,费尔顿,http://sports.sina.com.cn/k/2009-01-07/11334158834.shtml,look_scores.php?id=2009010630
43,2009年01月07日星期三,09:00 完场,常规赛,尼克斯,99-107,雷霆,哈灵顿,杜兰特,http://sports.sina.com.cn/k/2009-01-07/11334158834.shtml,look_scores.php?id=2009010625
44,2009年01月07日星期三,09:00 完场,常规赛,森林狼,94-87,灰熊,弗耶,瓦里克,http://sports.sina.com.cn/k/2009-01-07/12204158983.shtml,look_scores.php?id=2009010629
45,2009年01月07日星期三,09:30 完场,常规赛,国王,94-99,公牛,马丁,戈登,http://sports.sina.com.cn/k/2009-01-07/12204158983.shtml,look_scores.php?id=2009010604
46,2009年01月07日星期三,09:30 完场,常规赛,快船,102-107,小牛,戈登,诺维茨基,http://sports.sina.com.cn/k/2009-01-07/12204158983.shtml,look_scores.php?id=2009010606
47,2009年01月07日星期三,11:30 完场,常规赛,黄蜂,116-105,湖人,韦斯特,布莱恩特,http://sports.sina.com.cn/k/2009-01-07/14014159171.shtml,look_scores.php?id=2009010613
48,2009年01月08日星期四,08:00 完场,常规赛,魔术,106-102,老鹰,霍华德,史密斯,http://sports.sina.com.cn/k/2009-01-08/11304160716.shtml,look_scores.php?id=2009010701
49,2009年01月08日星期四,08:00 完场,常规赛,山猫,81-111,骑士,费尔顿,詹姆斯,http://sports.sina.com.cn/k/2009-01-08/11304160716.shtml,look_scores.php?id=2009010705
50,2009年01月08日星期四,08:00 完场,常规赛,猛龙,99-93,奇才,巴尼亚尼,贾米森,http://sports.sina.com.cn/k/2009-01-08/11304160716.shtml,look_scores.php?id=2009010727
51,2009年01月08日星期四,08:30 完场,常规赛,火箭,89-85,凯尔特人,姚明,皮尔斯,http://sports.sina.com.cn/k/2009-01-08/11004160604.shtml,look_scores.php?id=2009010702
52,2009年01月08日星期四,08:30 完场,常规赛,灰熊,89-100,篮网,梅奥,卡特,http://sports.sina.com.cn/k/2009-01-08/10564160583.shtml,look_scores.php?id=2009010717
53,2009年01月08日星期四,09:00 完场,常规赛,76人,110-105,雄鹿,米勒,杰弗森,http://sports.sina.com.cn/k/2009-01-08/12424160847.shtml,look_scores.php?id=2009010715
54,2009年01月08日星期四,09:00 完场,常规赛,雷霆,87-129,森林狼,科里森,弗耶,http://sports.sina.com.cn/k/2009-01-08/12424160847.shtml,look_scores.php?id=2009010716
55,2009年01月08日星期四,10:00 完场,常规赛,热火,97-108,掘金,韦德,克雷扎,http://sports.sina.com.cn/k/2009-01-08/13344160900.shtml,look_scores.php?id=2009010707
56,2009年01月08日星期四,10:00 完场,常规赛,步行者,113-110,太阳,格兰杰,斯塔德迈尔,http://sports.sina.com.cn/k/2009-01-08/13344160900.shtml,look_scores.php?id=2009010721
57,2009年01月08日星期四,10:00 完场,常规赛,黄蜂,90-116,爵士,保罗,米尔萨普,http://sports.sina.com.cn/k/2009-01-08/12424160847.shtml,look_scores.php?id=2009010726
58,2009年01月08日星期四,11:00 完场,常规赛,活塞,83-84,开拓者,普林斯,阿尔德里奇,http://sports.sina.com.cn/k/2009-01-08/13344160900.shtml,look_scores.php?id=2009010722
59,2009年01月08日星期四,11:30 完场,常规赛,湖人,114-106,勇士,加索尔,克劳福德,http://sports.sina.com.cn/k/2009-01-08/13564160936.shtml,look_scores.php?id=2009010709
60,2009年01月09日星期五,09:30 完场,常规赛,尼克斯,94-99,小牛,杜洪,霍华德,http://sports.sina.com.cn/k/2009-01-09/11574162414.shtml,look_scores.php?id=2009010806
61,2009年01月09日星期五,09:30 完场,常规赛,快船,84-106,马刺,索顿,帕克,http://sports.sina.com.cn/k/2009-01-09/11484162402.shtml,look_scores.php?id=2009010824
62,2009年01月10日星期六,08:00 完场,常规赛,老鹰,87-121,魔术,劳,特科格鲁,http://sports.sina.com.cn/k/2009-01-10/12354164044.shtml,look_scores.php?id=2009010919
63,2009年01月10日星期六,08:00 完场,常规赛,山猫,87-93,76人,奥卡福,米勒,http://sports.sina.com.cn/k/2009-01-10/12354164044.shtml,look_scores.php?id=2009010920
64,2009年01月10日星期六,08:00 完场,常规赛,灰熊,82-103,猛龙,盖伊,波什,http://sports.sina.com.cn/k/2009-01-10/12354164044.shtml,look_scores.php?id=2009010928
65,2009年01月10日星期六,09:00 完场,常规赛,快船,80-107,黄蜂,科林斯,巴特勒,http://sports.sina.com.cn/k/2009-01-10/13194164083.shtml,look_scores.php?id=2009010903
66,2009年01月10日星期六,09:00 完场,常规赛,凯尔特人,83-98,骑士,加内特,詹姆斯,http://sports.sina.com.cn/k/2009-01-10/11384163936.shtml,look_scores.php?id=2009010905
67,2009年01月10日星期六,09:00 完场,常规赛,火箭,98-96,雷霆,麦克格雷迪,杜兰特,http://sports.sina.com.cn/k/2009-01-10/11244163899.shtml,look_scores.php?id=2009010925
68,2009年01月10日星期六,09:30 完场,常规赛,奇才,86-98,公牛,杨,戈登,http://sports.sina.com.cn/k/2009-01-10/13194164083.shtml,look_scores.php?id=2009010904
69,2009年01月10日星期六,09:30 完场,常规赛,篮网,102-104,雄鹿,卡特,里德,http://sports.sina.com.cn/k/2009-01-10/12014163985.shtml,look_scores.php?id=2009010915
70,2009年01月10日星期六,10:00 完场,常规赛,活塞,93-90,掘金,艾弗森,比卢普斯,http://sports.sina.com.cn/k/2009-01-10/13194164083.shtml,look_scores.php?id=2009010907
71,2009年01月10日星期六,11:00 完场,常规赛,热火,119-115,国王,韦德,萨尔蒙斯,http://sports.sina.com.cn/k/2009-01-10/14334164206.shtml,look_scores.php?id=2009010923
72,2009年01月10日星期六,11:30 完场,常规赛,步行者,119-121,湖人,格兰杰,布莱恩特,http://sports.sina.com.cn/k/2009-01-10/14124164177.shtml,look_scores.php?id=2009010913
73,2009年01月10日星期六,11:30 完场,常规赛,小牛,100-128,太阳,诺维茨基,奥尼尔,http://sports.sina.com.cn/k/2009-01-10/14334164206.shtml,look_scores.php?id=2009010921
74,2009年01月11日星期日,08:00 完场,常规赛,山猫,92-89,奇才,贝尔,巴特勒,http://sports.sina.com.cn/k/2009-01-11/12224165418.shtml,look_scores.php?id=2009011027
75,2009年01月11日星期日,09:00 完场,常规赛,雄鹿,104-106,森林狼,里德,卡尼,http://sports.sina.com.cn/k/2009-01-11/12224165418.shtml,look_scores.php?id=2009011016
76,2009年01月11日星期日,09:30 完场,常规赛,雷霆,109-98,公牛,杜兰特,戈登,http://sports.sina.com.cn/k/2009-01-11/12224165418.shtml,look_scores.php?id=2009011004
77,2009年01月11日星期日,09:30 完场,常规赛,尼克斯,76-96,火箭,托马斯,斯科拉,http://sports.sina.com.cn/k/2009-01-11/11394165352.shtml,look_scores.php?id=2009011010
78,2009年01月11日星期日,10:00 完场,常规赛,活塞,82-99,爵士,斯塔基,奥库,http://sports.sina.com.cn/k/2009-01-11/13354165541.shtml,look_scores.php?id=2009011026
79,2009年01月11日星期日,11:00 完场,常规赛,勇士,100-113,开拓者,马盖蒂,阿尔德里奇,http://sports.sina.com.cn/k/2009-01-11/13354165541.shtml,look_scores.php?id=2009011022
80,2009年01月12日星期一,01:30 完场,常规赛,凯尔特人,94-88,猛龙,阿伦,巴尼亚尼,http://sports.sina.com.cn/k/2009-01-12/07274166584.shtml,look_scores.php?id=2009011128
81,2009年01月12日星期一,03:00 完场,常规赛,76人,109-94,老鹰,伊戈达拉,约翰逊,http://sports.sina.com.cn/k/2009-01-12/07274166584.shtml,look_scores.php?id=2009011101
82,2009年01月12日星期一,04:30 完场,常规赛,太阳,109-103,快船,斯塔德迈尔,索顿,http://sports.sina.com.cn/k/2009-01-12/07274166584.shtml,look_scores.php?id=2009011112
83,2009年01月12日星期一,09:30 完场,常规赛,魔术,105-98,马刺,霍华德,帕克,http://sports.sina.com.cn/k/2009-01-12/12404167493.shtml,look_scores.php?id=2009011124
84,2009年01月12日星期一,10:00 完场,常规赛,步行者,117-120,勇士,格兰杰,克劳福德,http://sports.sina.com.cn/k/2009-01-12/12404167493.shtml,look_scores.php?id=2009011109
85,2009年01月12日星期一,10:00 完场,常规赛,小牛,95-102,国王,特里,马丁,http://sports.sina.com.cn/k/2009-01-12/12404167493.shtml,look_scores.php?id=2009011123
86,2009年01月12日星期一,10:30 完场,常规赛,热火,105-108,湖人,韦德,拜纳姆,http://sports.sina.com.cn/k/2009-01-12/13054167512.shtml,look_scores.php?id=2009011113
87,2009年01月13日星期二,08:00 完场,常规赛,雄鹿,97-91,奇才,里德,杨,http://sports.sina.com.cn/k/2009-01-13/11514169122.shtml,look_scores.php?id=2009011227
88,2009年01月13日星期二,08:30 完场,常规赛,猛龙,109-115,凯尔特人,巴尼亚尼,皮尔斯,http://sports.sina.com.cn/k/2009-01-13/11514169122.shtml,look_scores.php?id=2009011202
89,2009年01月13日星期二,08:30 完场,常规赛,雷霆,99-103,篮网,杜兰特,洛佩斯,http://sports.sina.com.cn/k/2009-01-13/11194169039.shtml,look_scores.php?id=2009011217
90,2009年01月13日星期二,09:00 完场,常规赛,尼克斯,101-95,黄蜂,李,韦斯特,http://sports.sina.com.cn/k/2009-01-13/11514169122.shtml,look_scores.php?id=2009011203
91,2009年01月13日星期二,09:30 完场,常规赛,开拓者,109-95,公牛,奥特洛,古登,http://sports.sina.com.cn/k/2009-01-13/12404169222.shtml,look_scores.php?id=2009011204
92,2009年01月13日星期二,10:00 完场,常规赛,步行者,113-120,爵士,格兰杰,奥库,http://sports.sina.com.cn/k/2009-01-13/12404169222.shtml,look_scores.php?id=2009011226
93,2009年01月14日星期三,08:30 完场,常规赛,山猫,80-78,活塞,费尔顿,斯塔基,http://sports.sina.com.cn/k/2009-01-14/12114170693.shtml,look_scores.php?id=2009011308
94,2009年01月14日星期三,09:00 完场,常规赛,热火,99-96,森林狼,韦德,弗耶,http://sports.sina.com.cn/k/2009-01-14/12114170693.shtml,look_scores.php?id=2009011316
95,2009年01月14日星期三,09:00 完场,常规赛,骑士,102-87,灰熊,詹姆斯,洛瑞,http://sports.sina.com.cn/k/2009-01-14/12114170693.shtml,look_scores.php?id=2009011329
96,2009年01月14日星期三,09:30 完场,常规赛,湖人,105-100,火箭,布莱恩特,韦弗,http://sports.sina.com.cn/k/2009-01-14/11554170654.shtml,look_scores.php?id=2009011310
97,2009年01月14日星期三,10:00 完场,常规赛,小牛,97-99,掘金,诺维茨基,比卢普斯,http://sports.sina.com.cn/k/2009-01-14/12584170781.shtml,look_scores.php?id=2009011307
98,2009年01月14日星期三,10:00 完场,常规赛,老鹰,102-107,太阳,史密斯,奥尼尔,http://sports.sina.com.cn/k/2009-01-14/12584170781.shtml,look_scores.php?id=2009011321
99,2009年01月14日星期三,11:00 完场,常规赛,魔术,139-107,国王,霍华德,马丁,http://sports.sina.com.cn/k/2009-01-14/12584170781.shtml,look_scores.php?id=2009011323
100,2009年01月15日星期四,08:00 完场,常规赛,活塞,106-110,步行者,斯塔基,格兰杰,http://sports.sina.com.cn/k/2009-01-15/10534172422.shtml,look_scores.php?id=2009011411
101,2009年01月15日星期四,08:00 完场,常规赛,开拓者,79-100,76人,罗伊,伊戈达拉,http://sports.sina.com.cn/k/2009-01-15/10534172422.shtml,look_scores.php?id=2009011420
102,2009年01月15日星期四,08:00 完场,常规赛,公牛,102-98,猛龙,罗斯,巴尼亚尼,http://sports.sina.com.cn/k/2009-01-15/10534172422.shtml,look_scores.php?id=2009011428
103,2009年01月15日星期四,08:30 完场,常规赛,篮网,86-118,凯尔特人,哈里斯,皮尔斯,http://sports.sina.com.cn/k/2009-01-15/11024172442.shtml,look_scores.php?id=2009011402
104,2009年01月15日星期四,08:30 完场,常规赛,奇才,122-128,尼克斯,杨,李,http://sports.sina.com.cn/k/2009-01-15/11334172542.shtml,look_scores.php?id=2009011418
105,2009年01月15日星期四,09:00 完场,常规赛,热火,102-99,雄鹿,库克,里德诺,http://sports.sina.com.cn/k/2009-01-15/11334172542.shtml,look_scores.php?id=2009011415
106,2009年01月15日星期四,09:00 完场,常规赛,爵士,93-114,雷霆,威廉姆斯,格林,http://sports.sina.com.cn/k/2009-01-15/11334172542.shtml,look_scores.php?id=2009011425
107,2009年01月15日星期四,09:30 完场,常规赛,黄蜂,104-97,小牛,保罗,特里,http://sports.sina.com.cn/k/2009-01-15/15014172922.shtml,look_scores.php?id=2009011406
108,2009年01月15日星期四,10:00 完场,常规赛,湖人,111-112,马刺,布莱恩特,吉诺比利,http://sports.sina.com.cn/k/2009-01-15/12384172707.shtml,look_scores.php?id=2009011424
109,2009年01月15日星期四,11:30 完场,常规赛,国王,135-133,勇士,米勒,克劳福德,http://sports.sina.com.cn/k/2009-01-15/15014172922.shtml,look_scores.php?id=2009011409
110,2009年01月15日星期四,11:30 完场,常规赛,老鹰,97-80,快船,史密斯,索顿,http://sports.sina.com.cn/k/2009-01-15/15014172922.shtml,look_scores.php?id=2009011412
111,2009年01月16日星期五,08:30 完场,常规赛,开拓者,105-99,篮网,罗伊,哈里斯,http://sports.sina.com.cn/k/2009-01-16/10554174118.shtml,look_scores.php?id=2009011517
112,2009年01月16日星期五,09:00 完场,常规赛,骑士,93-102,公牛,詹姆斯,邓,http://sports.sina.com.cn/k/2009-01-16/14564174550.shtml,look_scores.php?id=2009011504
113,2009年01月16日星期五,11:30 完场,常规赛,太阳,113-119,掘金,希尔,比卢普斯,http://sports.sina.com.cn/k/2009-01-16/14564174550.shtml,look_scores.php?id=2009011507
114,2009年01月17日星期六,08:00 完场,常规赛,猛龙,104-111,步行者,波什,格兰杰,http://sports.sina.com.cn/k/2009-01-17/10484175705.shtml,look_scores.php?id=2009011611
115,2009年01月17日星期六,08:00 完场,常规赛,马刺,87-109,76人,邓肯,杨,http://sports.sina.com.cn/k/2009-01-17/10484175705.shtml,look_scores.php?id=2009011620
116,2009年01月17日星期六,08:00 完场,常规赛,尼克斯,89-96,奇才,哈灵顿,贾米森,http://sports.sina.com.cn/k/2009-01-17/10484175705.shtml,look_scores.php?id=2009011627
117,2009年01月17日星期六,09:00 完场,常规赛,黄蜂,78-92,骑士,韦斯特,詹姆斯,http://sports.sina.com.cn/k/2009-01-17/12054175830.shtml,look_scores.php?id=2009011605
118,2009年01月17日星期六,09:00 完场,常规赛,活塞,79-89,雷霆,汉密尔顿,杜兰特,http://sports.sina.com.cn/k/2009-01-17/12054175830.shtml,look_scores.php?id=2009011625
119,2009年01月17日星期六,09:00 完场,常规赛,爵士,101-91,灰熊,威廉姆斯,梅奥,http://sports.sina.com.cn/k/2009-01-17/12054175830.shtml,look_scores.php?id=2009011629
120,2009年01月17日星期六,10:00 完场,常规赛,森林狼,105-103,太阳,杰弗森,巴博萨,http://sports.sina.com.cn/k/2009-01-17/14474176027.shtml,look_scores.php?id=2009011621
121,2009年01月17日星期六,11:00 完场,常规赛,雄鹿,129-122,国王,里德,萨尔蒙斯,http://sports.sina.com.cn/k/2009-01-17/14474176027.shtml,look_scores.php?id=2009011623
122,2009年01月17日星期六,11:30 完场,常规赛,老鹰,114-119,勇士,约翰逊,克劳福德,http://sports.sina.com.cn/k/2009-01-17/14474176027.shtml,look_scores.php?id=2009011609
123,2009年01月17日星期六,11:30 完场,常规赛,魔术,109-103,湖人,尼尔森,布莱恩特,http://sports.sina.com.cn/k/2009-01-17/14194176003.shtml,look_scores.php?id=2009011613
124,2009年01月18日星期日,02:00 完场,常规赛,凯尔特人,105-85,篮网,阿伦,洛佩斯,http://sports.sina.com.cn/k/2009-01-18/04334176563.shtml,look_scores.php?id=2009011717
125,2009年01月18日星期日,08:00 完场,常规赛,开拓者,97-102,山猫,阿尔德里奇,华莱士,http://sports.sina.com.cn/k/2009-01-18/11154177047.shtml,look_scores.php?id=2009011730
126,2009年01月18日星期日,08:30 完场,常规赛,黄蜂,91-85,活塞,保罗,汉密尔顿,http://sports.sina.com.cn/k/2009-01-18/11154177047.shtml,look_scores.php?id=2009011708
127,2009年01月18日星期日,08:30 完场,常规赛,76人,107-97,尼克斯,伊戈达拉,哈灵顿,http://sports.sina.com.cn/k/2009-01-18/11154177047.shtml,look_scores.php?id=2009011718
128,2009年01月18日星期日,09:30 完场,常规赛,马刺,92-87,公牛,吉诺比利,戈登,http://sports.sina.com.cn/k/2009-01-18/14044177297.shtml,look_scores.php?id=2009011704
129,2009年01月18日星期日,09:30 完场,常规赛,热火,86-93,火箭,韦德,姚明,http://sports.sina.com.cn/k/2009-01-18/11484177098.shtml,look_scores.php?id=2009011710
130,2009年01月18日星期日,10:00 完场,常规赛,爵士,108-115,小牛,威廉姆斯,诺维茨基,http://sports.sina.com.cn/k/2009-01-18/14044177297.shtml,look_scores.php?id=2009011706
131,2009年01月18日星期日,10:00 完场,常规赛,魔术,106-88,掘金,特科格鲁,克雷扎,http://sports.sina.com.cn/k/2009-01-18/14044177297.shtml,look_scores.php?id=2009011707
132,2009年01月18日星期日,11:30 完场,常规赛,雄鹿,92-101,快船,杰弗森,坎比,http://sports.sina.com.cn/k/2009-01-18/14044177297.shtml,look_scores.php?id=2009011712
133,2009年01月19日星期一,01:30 完场,常规赛,太阳,117-113,猛龙,斯塔德迈尔,帕克,http://sports.sina.com.cn/k/2009-01-19/04364178092.shtml,look_scores.php?id=2009011828
134,2009年01月19日星期一,08:00 完场,常规赛,热火,104-94,雷霆,韦德,杜兰特,http://sports.sina.com.cn/k/2009-01-19/10284178697.shtml,look_scores.php?id=2009011825
135,2009年01月20日星期二,02:00 完场,常规赛,公牛,98-102,尼克斯,邓,理查德森,http://sports.sina.com.cn/k/2009-01-20/06124180126.shtml,look_scores.php?id=2009011918
136,2009年01月20日星期二,02:00 完场,常规赛,小牛,95-93,76人,诺维茨基,威廉姆斯,http://sports.sina.com.cn/k/2009-01-20/06124180126.shtml,look_scores.php?id=2009011920
137,2009年01月20日星期二,03:00 完场,常规赛,猛龙,84-87,老鹰,波什,约翰逊,http://sports.sina.com.cn/k/2009-01-20/07204180186.shtml,look_scores.php?id=2009011901
138,2009年01月20日星期二,03:00 完场,常规赛,掘金,113-115,火箭,史密斯,姚明,http://sports.sina.com.cn/k/2009-01-20/05304180074.shtml,look_scores.php?id=2009011910
139,2009年01月20日星期二,03:00 完场,常规赛,马刺,86-84,山猫,邓肯,贝尔,http://sports.sina.com.cn/k/2009-01-20/06124180126.shtml,look_scores.php?id=2009011930
140,2009年01月20日星期二,04:30 完场,常规赛,步行者,100-103,黄蜂,格兰杰,保罗,http://sports.sina.com.cn/k/2009-01-20/07204180186.shtml,look_scores.php?id=2009011903
141,2009年01月20日星期二,04:30 完场,常规赛,森林狼,94-86,快船,史密斯,戈登,http://sports.sina.com.cn/k/2009-01-20/07204180186.shtml,look_scores.php?id=2009011912
142,2009年01月20日星期二,05:00 完场,常规赛,奇才,98-119,勇士,布莱切,克劳福德,http://sports.sina.com.cn/k/2009-01-20/09124180348.shtml,look_scores.php?id=2009011909
143,2009年01月20日星期二,06:30 完场,常规赛,活塞,87-79,灰熊,艾弗森,梅奥,http://sports.sina.com.cn/k/2009-01-20/09124180348.shtml,look_scores.php?id=2009011929
144,2009年01月20日星期二,09:00 完场,常规赛,太阳,87-104,凯尔特人,奥尼尔,隆多,http://sports.sina.com.cn/k/2009-01-20/11564180823.shtml,look_scores.php?id=2009011902
145,2009年01月20日星期二,11:00 完场,常规赛,雄鹿,85-102,开拓者,杰弗森,奥登,http://sports.sina.com.cn/k/2009-01-20/11564180823.shtml,look_scores.php?id=2009011922
146,2009年01月20日星期二,11:30 完场,常规赛,骑士,88-105,湖人,詹姆斯,加索尔,http://sports.sina.com.cn/k/2009-01-20/14054180974.shtml,look_scores.php?id=2009011913
147,2009年01月21日星期三,09:30 完场,常规赛,老鹰,105-102,公牛,毕比,戈登,http://sports.sina.com.cn/k/2009-01-21/12044182449.shtml,look_scores.php?id=2009012004
148,2009年01月21日星期三,09:30 完场,常规赛,步行者,81-99,马刺,格兰杰,邓肯,http://sports.sina.com.cn/k/2009-01-21/12044182449.shtml,look_scores.php?id=2009012024
